Calendar Year,Fishery,LATITUDE (5° cell),LONGITUDE (5° cell),Species Category,Species (or group),Number of vessels with observer data ,Observed Captures (number),Observed Capture Rate (per 1000 hooks),Observed Mortalities (number),Observed Mortality rate (per 1000 hooks),Observed Live Releases
2020,L,-12.5,-142.5,BRD,BLACK-FOOTED ALBATROSS,11,1,0.002619460,1,0.002619460,0
2020,L,-7.5,-152.5,BRD,BLACK-FOOTED ALBATROSS,5,1,0.004450596,1,0.004450596,0
2020,L,17.5,-162.5,BRD,BLACK-FOOTED ALBATROSS,40,10,0.011722972,9,0.010550675,1
2020,L,17.5,-157.5,BRD,BLACK-FOOTED ALBATROSS,39,2,0.003578733,2,0.003578733,0
2020,L,17.5,-152.5,BRD,BLACK-FOOTED ALBATROSS,16,1,0.007245694,1,0.007245694,0
2020,L,22.5,-152.5,BRD,BLACK-FOOTED ALBATROSS,43,18,0.025929463,15,0.021607886,3
2020,L,27.5,-167.5,BRD,BLACK-FOOTED ALBATROSS,7,1,0.009716945,0,0.000000000,1
2020,L,27.5,-162.5,BRD,BLACK-FOOTED ALBATROSS,24,2,0.004559111,2,0.004559111,0
2020,L,27.5,-157.5,BRD,BLACK-FOOTED ALBATROSS,45,7,0.010057413,6,0.008620640,1
2020,L,27.5,-152.5,BRD,BLACK-FOOTED ALBATROSS,43,11,0.019267485,10,0.017515896,1
2020,L,32.5,-167.5,BRD,BLACK-FOOTED ALBATROSS,8,1,0.010661322,1,0.010661322,0
2020,L,32.5,-162.5,BRD,BLACK-FOOTED ALBATROSS,10,2,0.011888062,2,0.011888062,0
2020,L,32.5,-157.5,BRD,BLACK-FOOTED ALBATROSS,12,2,0.014596942,2,0.014596942,0
2020,L,32.5,-152.5,BRD,BLACK-FOOTED ALBATROSS,14,1,0.008636697,1,0.008636697,0
2013,L,-17.5,-147.5,BRD,BOOBIES AND GANNETS NEI,15,1,0.005011250,1,0.005011250,0
2014,L,2.5,162.5,BRD,BOOBIES AND GANNETS NEI,4,1,0.003732639,0,0.000000000,1
2015,L,-17.5,-147.5,BRD,BOOBIES AND GANNETS NEI,9,1,0.007333314,0,0.000000000,1
2016,L,-12.5,-147.5,BRD,BOOBIES AND GANNETS NEI,10,1,0.010589070,0,0.000000000,1
2020,L,-17.5,177.5,BRD,BOOBIES AND GANNETS NEI,37,1,0.000627816,1,0.000627816,0
2020,L,-12.5,-152.5,BRD,BOOBIES AND GANNETS NEI,4,1,0.003953491,1,0.003953491,0
2019,L,12.5,-167.5,BRD,BROWN BOOBY,16,1,0.004099772,1,0.004099772,0
2013,L,-42.5,167.5,BRD,BULLER'S ALBATROSS,5,8,0.025656321,6,0.019242241,2
2013,L,-32.5,172.5,BRD,BULLER'S ALBATROSS,5,1,0.016393980,1,0.016393980,0
2014,L,-42.5,167.5,BRD,BULLER'S ALBATROSS,6,11,0.027784233,9,0.022732554,2
2014,L,-42.5,172.5,BRD,BULLER'S ALBATROSS,3,1,0.041118421,1,0.041118421,0
2014,L,-37.5,177.5,BRD,BULLER'S ALBATROSS,7,2,0.035452193,2,0.035452193,0
2015,L,-42.5,152.5,BRD,BULLER'S ALBATROSS,7,106,0.173188748,104,0.169921036,0
2015,L,-42.5,157.5,BRD,BULLER'S ALBATROSS,6,7,0.076519458,7,0.076519458,0
2015,L,-37.5,157.5,BRD,BULLER'S ALBATROSS,7,3,0.036532794,3,0.036532794,0
2015,L,-37.5,162.5,BRD,BULLER'S ALBATROSS,6,3,0.046185821,3,0.046185821,0
2016,L,-42.5,152.5,BRD,BULLER'S ALBATROSS,6,74,0.127888288,73,0.126160068,1
2016,L,-42.5,157.5,BRD,BULLER'S ALBATROSS,6,30,0.155529058,30,0.155529058,0
2016,L,-42.5,167.5,BRD,BULLER'S ALBATROSS,5,18,0.211069418,17,0.199343340,0
2016,L,-42.5,172.5,BRD,BULLER'S ALBATROSS,3,6,0.463320463,5,0.386100386,1
2016,L,-37.5,157.5,BRD,BULLER'S ALBATROSS,4,1,0.009806614,1,0.009806614,0
2016,L,-37.5,177.5,BRD,BULLER'S ALBATROSS,11,3,0.018859147,2,0.012572765,1
2017,L,-42.5,152.5,BRD,BULLER'S ALBATROSS,3,11,0.039456363,10,0.035869421,1
2017,L,-42.5,157.5,BRD,BULLER'S ALBATROSS,3,4,0.017037444,4,0.017037444,0
2017,L,-37.5,177.5,BRD,BULLER'S ALBATROSS,4,1,0.007105048,1,0.007105048,0
2019,L,-42.5,152.5,BRD,BULLER'S ALBATROSS,6,219,0.377474917,214,0.368856768,5
2019,L,-42.5,157.5,BRD,BULLER'S ALBATROSS,6,101,0.405585026,100,0.401569333,1
2019,L,-37.5,157.5,BRD,BULLER'S ALBATROSS,5,19,0.168044930,19,0.168044930,0
2019,L,-27.5,-172.5,BRD,BULLER'S ALBATROSS,8,3,0.007763513,3,0.007763513,0
2015,L,-42.5,152.5,BRD,CAMPBELL ALBATROSS,7,21,0.034310978,20,0.032677122,0
2015,L,-42.5,157.5,BRD,CAMPBELL ALBATROSS,6,2,0.021862702,2,0.021862702,0
2015,L,-37.5,162.5,BRD,CAMPBELL ALBATROSS,6,1,0.015395274,1,0.015395274,0
2016,L,-42.5,152.5,BRD,CAMPBELL ALBATROSS,6,26,0.044933723,25,0.043205503,0
2016,L,-42.5,157.5,BRD,CAMPBELL ALBATROSS,6,3,0.015552906,2,0.010368604,0
2017,L,-42.5,152.5,BRD,CAMPBELL ALBATROSS,3,1,0.003586942,1,0.003586942,0
2017,L,-37.5,177.5,BRD,CAMPBELL ALBATROSS,4,1,0.007105048,1,0.007105048,0
2019,L,-42.5,152.5,BRD,CAMPBELL ALBATROSS,6,38,0.065497931,38,0.065497931,0
2019,L,-42.5,157.5,BRD,CAMPBELL ALBATROSS,6,10,0.040156933,10,0.040156933,0
2019,L,-37.5,157.5,BRD,CAMPBELL ALBATROSS,5,3,0.026533410,3,0.026533410,0
2019,L,-32.5,-162.5,BRD,CAMPBELL ALBATROSS,3,1,0.019648296,1,0.019648296,0
2019,L,-27.5,-172.5,BRD,CAMPBELL ALBATROSS,8,1,0.002587838,1,0.002587838,0
2013,L,-17.5,162.5,BRD,CAPE PETREL,5,2,0.034457213,2,0.034457213,0
2016,L,-42.5,167.5,BRD,COMMON DIVING PETREL,5,2,0.023452158,0,0.000000000,2
2016,L,-42.5,172.5,BRD,COMMON DIVING PETREL,3,1,0.077220077,0,0.000000000,1
2016,L,37.5,147.5,BRD,CORY'S SHEARWATER,9,1,0.014251714,1,0.014251714,0
2015,L,-37.5,162.5,BRD,FLESH-FOOTED SHEARWATER,6,1,0.015395274,1,0.015395274,0
2015,L,17.5,142.5,BRD,FLESH-FOOTED SHEARWATER,6,1,0.010943433,1,0.010943433,0
2016,L,-42.5,152.5,BRD,FLESH-FOOTED SHEARWATER,6,1,0.001728220,1,0.001728220,0
2018,L,22.5,152.5,BRD,FLESH-FOOTED SHEARWATER,4,1,0.018999848,1,0.018999848,0
2015,L,-42.5,152.5,BRD,GIBSON'S ALBATROSS,7,3,0.004901568,3,0.004901568,0
2015,L,-42.5,157.5,BRD,GIBSON'S ALBATROSS,6,1,0.010931351,1,0.010931351,0
2016,L,-42.5,152.5,BRD,GIBSON'S ALBATROSS,6,5,0.008641101,5,0.008641101,0
2016,L,-42.5,157.5,BRD,GIBSON'S ALBATROSS,6,1,0.005184302,1,0.005184302,0
2019,L,-42.5,152.5,BRD,GIBSON'S ALBATROSS,6,7,0.012065408,7,0.012065408,0
2016,L,-37.5,177.5,BRD,GREAT-WINGED PETREL,11,1,0.006286382,0,0.000000000,0
2016,L,-32.5,172.5,BRD,GREAT-WINGED PETREL,3,1,0.021915407,0,0.000000000,0
2017,L,-37.5,177.5,BRD,GREAT-WINGED PETREL,4,1,0.007105048,1,0.007105048,0
2016,L,-42.5,152.5,BRD,GREY HEADED ALBATROSS,6,2,0.003456440,2,0.003456440,0
2016,L,-37.5,157.5,BRD,GREY HEADED ALBATROSS,4,1,0.009806614,1,0.009806614,0
2019,L,-37.5,157.5,BRD,GREY HEADED ALBATROSS,5,1,0.008844470,1,0.008844470,0
2014,L,-37.5,177.5,BRD,GREY PETREL,7,1,0.017726096,1,0.017726096,0
2016,L,-42.5,152.5,BRD,GREY PETREL,6,2,0.003456440,2,0.003456440,0
2016,L,-32.5,-172.5,BRD,GREY PETREL,3,1,0.012159977,1,0.012159977,0
2016,L,-32.5,172.5,BRD,GREY PETREL,3,2,0.043830813,0,0.000000000,0
2017,L,-37.5,177.5,BRD,GREY PETREL,4,1,0.007105048,1,0.007105048,0
2016,L,-37.5,177.5,BRD,GREY-BACK STORM PETREL,11,2,0.012572765,0,0.000000000,0
2013,L,-17.5,-147.5,BRD,GULLS - TERNS AND SKUAS,15,2,0.010022501,2,0.010022501,0
2013,L,-12.5,-142.5,BRD,GULLS - TERNS AND SKUAS,10,1,0.005006834,0,0.000000000,0
2014,L,-17.5,-152.5,BRD,GULLS - TERNS AND SKUAS,7,1,0.013063016,1,0.013063016,0
2014,L,-17.5,-147.5,BRD,GULLS - TERNS AND SKUAS,12,1,0.004462572,1,0.004462572,0
2017,L,-17.5,-152.5,BRD,GULLS - TERNS AND SKUAS,7,2,0.015147384,2,0.015147384,0
2017,L,32.5,-157.5,BRD,GULLS - TERNS AND SKUAS,14,1,0.005570689,1,0.005570689,0
2019,L,-12.5,-147.5,BRD,GULLS - TERNS AND SKUAS,13,1,0.004866109,1,0.004866109,0
2015,L,-42.5,157.5,BRD,HALL'S GIANT PETREL,6,1,0.010931351,1,0.010931351,0
2019,L,-42.5,152.5,BRD,HALL'S GIANT PETREL,6,3,0.005170889,2,0.003447260,1
2019,L,-42.5,157.5,BRD,HALL'S GIANT PETREL,6,1,0.004015693,1,0.004015693,0
2013,L,27.5,-167.5,BRD,LAYSAN ALBATROSS,8,7,0.114112450,1,0.016301779,6
2013,L,27.5,-162.5,BRD,LAYSAN ALBATROSS,22,18,0.043036153,17,0.040645255,1
2013,L,27.5,-157.5,BRD,LAYSAN ALBATROSS,38,4,0.004590646,3,0.003442985,1
2013,L,27.5,-152.5,BRD,LAYSAN ALBATROSS,28,2,0.002087870,2,0.002087870,0
2013,L,32.5,-167.5,BRD,LAYSAN ALBATROSS,5,5,0.091807132,1,0.018361426,4
2013,L,32.5,-162.5,BRD,LAYSAN ALBATROSS,13,8,0.059145350,0,0.000000000,8
2013,L,32.5,-152.5,BRD,LAYSAN ALBATROSS,18,2,0.008933477,0,0.000000000,2
2014,L,-22.5,177.5,BRD,LAYSAN ALBATROSS,18,1,0.001934707,1,0.001934707,0
2014,L,-17.5,177.5,BRD,LAYSAN ALBATROSS,30,1,0.000666341,0,0.000000000,1
2014,L,17.5,-167.5,BRD,LAYSAN ALBATROSS,15,1,0.006499331,1,0.006499331,0
2014,L,17.5,-162.5,BRD,LAYSAN ALBATROSS,37,1,0.001776773,1,0.001776773,0
2014,L,22.5,-152.5,BRD,LAYSAN ALBATROSS,20,2,0.009411278,2,0.009411278,0
2014,L,27.5,-167.5,BRD,LAYSAN ALBATROSS,15,2,0.023551855,0,0.000000000,2
2014,L,27.5,-162.5,BRD,LAYSAN ALBATROSS,32,7,0.015217888,0,0.000000000,7
2014,L,27.5,-157.5,BRD,LAYSAN ALBATROSS,45,1,0.001147500,0,0.000000000,1
2014,L,32.5,-167.5,BRD,LAYSAN ALBATROSS,8,1,0.006610652,1,0.006610652,0
2014,L,32.5,-162.5,BRD,LAYSAN ALBATROSS,17,1,0.003563970,0,0.000000000,1
2014,L,32.5,-157.5,BRD,LAYSAN ALBATROSS,23,1,0.003414519,0,0.000000000,1
2014,L,32.5,-152.5,BRD,LAYSAN ALBATROSS,19,1,0.003068473,0,0.000000000,1
2015,L,22.5,-152.5,BRD,LAYSAN ALBATROSS,26,1,0.002953346,1,0.002953346,0
2015,L,27.5,-162.5,BRD,LAYSAN ALBATROSS,21,12,0.030937084,7,0.018046632,5
2015,L,27.5,-157.5,BRD,LAYSAN ALBATROSS,49,3,0.004836455,2,0.003224304,1
2015,L,27.5,162.5,BRD,LAYSAN ALBATROSS,3,1,0.052670389,1,0.052670389,0
2015,L,32.5,147.5,BRD,LAYSAN ALBATROSS,5,4,0.127060767,4,0.127060767,0
2015,L,32.5,152.5,BRD,LAYSAN ALBATROSS,10,37,0.231826669,37,0.231826669,0
2015,L,32.5,157.5,BRD,LAYSAN ALBATROSS,11,17,0.083356624,17,0.083356624,0
2015,L,32.5,162.5,BRD,LAYSAN ALBATROSS,10,4,0.039686083,4,0.039686083,0
2015,L,32.5,167.5,BRD,LAYSAN ALBATROSS,6,5,0.050881781,5,0.050881781,0
2015,L,37.5,147.5,BRD,LAYSAN ALBATROSS,5,8,0.098050030,8,0.098050030,0
2015,L,37.5,152.5,BRD,LAYSAN ALBATROSS,13,14,0.130983122,14,0.130983122,0
2015,L,37.5,157.5,BRD,LAYSAN ALBATROSS,13,9,0.039974061,9,0.039974061,0
2015,L,37.5,162.5,BRD,LAYSAN ALBATROSS,13,13,0.065506364,13,0.065506364,0
2015,L,37.5,167.5,BRD,LAYSAN ALBATROSS,8,15,0.109563426,15,0.109563426,0
2015,L,42.5,152.5,BRD,LAYSAN ALBATROSS,3,13,0.132872708,13,0.132872708,0
2016,L,-22.5,-177.5,BRD,LAYSAN ALBATROSS,10,1,0.004921938,0,0.000000000,1
2016,L,-17.5,177.5,BRD,LAYSAN ALBATROSS,49,2,0.000998766,0,0.000000000,2
2016,L,12.5,-167.5,BRD,LAYSAN ALBATROSS,32,1,0.001592250,1,0.001592250,0
2016,L,17.5,-157.5,BRD,LAYSAN ALBATROSS,40,1,0.002824364,1,0.002824364,0
2016,L,22.5,-157.5,BRD,LAYSAN ALBATROSS,13,2,0.031518896,2,0.031518896,0
2016,L,27.5,-162.5,BRD,LAYSAN ALBATROSS,42,7,0.009201398,5,0.006572427,2
2016,L,27.5,-157.5,BRD,LAYSAN ALBATROSS,69,10,0.011080234,10,0.011080234,0
2016,L,27.5,-152.5,BRD,LAYSAN ALBATROSS,45,1,0.002130978,1,0.002130978,0
2016,L,27.5,157.5,BRD,LAYSAN ALBATROSS,3,3,0.149872608,3,0.149872608,0
2016,L,32.5,-162.5,BRD,LAYSAN ALBATROSS,17,1,0.008858965,0,0.000000000,1
2016,L,32.5,-152.5,BRD,LAYSAN ALBATROSS,21,7,0.026236095,0,0.000000000,7
2016,L,32.5,147.5,BRD,LAYSAN ALBATROSS,5,33,1.330537860,33,1.330537860,0
2016,L,32.5,152.5,BRD,LAYSAN ALBATROSS,6,29,0.387431198,29,0.387431198,0
2016,L,32.5,157.5,BRD,LAYSAN ALBATROSS,7,42,0.465647416,42,0.465647416,0
2016,L,32.5,162.5,BRD,LAYSAN ALBATROSS,4,7,0.262624747,7,0.262624747,0
2016,L,37.5,147.5,BRD,LAYSAN ALBATROSS,9,25,0.356292844,25,0.356292844,0
2016,L,37.5,152.5,BRD,LAYSAN ALBATROSS,9,18,0.081449438,18,0.081449438,0
2016,L,37.5,157.5,BRD,LAYSAN ALBATROSS,9,16,0.073669234,16,0.073669234,0
2016,L,37.5,162.5,BRD,LAYSAN ALBATROSS,7,66,0.533652447,66,0.533652447,0
2016,L,37.5,167.5,BRD,LAYSAN ALBATROSS,6,17,0.093697467,17,0.093697467,0
2016,L,37.5,172.5,BRD,LAYSAN ALBATROSS,3,4,0.053192904,3,0.039894678,1
2017,L,-17.5,-147.5,BRD,LAYSAN ALBATROSS,9,2,0.027033603,2,0.027033603,0
2017,L,27.5,-162.5,BRD,LAYSAN ALBATROSS,29,10,0.024636792,8,0.019709434,2
2017,L,27.5,-157.5,BRD,LAYSAN ALBATROSS,73,23,0.017098579,22,0.016355163,1
2017,L,27.5,-152.5,BRD,LAYSAN ALBATROSS,49,1,0.001471599,1,0.001471599,0
2017,L,32.5,-162.5,BRD,LAYSAN ALBATROSS,12,4,0.022510101,3,0.016882576,1
2017,L,32.5,-157.5,BRD,LAYSAN ALBATROSS,14,1,0.005570689,1,0.005570689,0
2017,L,32.5,147.5,BRD,LAYSAN ALBATROSS,11,5,0.068154247,5,0.068154247,0
2017,L,32.5,152.5,BRD,LAYSAN ALBATROSS,9,3,0.032503413,3,0.032503413,0
2017,L,37.5,147.5,BRD,LAYSAN ALBATROSS,7,28,0.302964726,28,0.302964726,0
2017,L,37.5,152.5,BRD,LAYSAN ALBATROSS,8,4,0.026187779,4,0.026187779,0
2017,L,37.5,157.5,BRD,LAYSAN ALBATROSS,5,4,0.049359560,4,0.049359560,0
2018,L,-32.5,-157.5,BRD,LAYSAN ALBATROSS,3,1,0.023973916,1,0.023973916,0
2018,L,-27.5,177.5,BRD,LAYSAN ALBATROSS,5,1,0.008133057,1,0.008133057,0
2018,L,27.5,-162.5,BRD,LAYSAN ALBATROSS,42,8,0.014576011,7,0.012754010,1
2018,L,27.5,-157.5,BRD,LAYSAN ALBATROSS,89,7,0.005310521,7,0.005310521,0
2018,L,27.5,-152.5,BRD,LAYSAN ALBATROSS,56,1,0.001245691,1,0.001245691,0
2018,L,32.5,-167.5,BRD,LAYSAN ALBATROSS,10,2,0.010453362,1,0.005226681,1
2018,L,32.5,147.5,BRD,LAYSAN ALBATROSS,12,13,0.118389538,13,0.118389538,0
2018,L,32.5,167.5,BRD,LAYSAN ALBATROSS,4,1,0.015240650,1,0.015240650,0
2018,L,37.5,147.5,BRD,LAYSAN ALBATROSS,13,10,0.056116408,10,0.056116408,0
2018,L,37.5,152.5,BRD,LAYSAN ALBATROSS,17,7,0.024855395,7,0.024855395,0
2018,L,37.5,157.5,BRD,LAYSAN ALBATROSS,15,31,0.099296278,31,0.099296278,0
2018,L,37.5,162.5,BRD,LAYSAN ALBATROSS,8,4,0.041253700,4,0.041253700,0
2018,L,37.5,167.5,BRD,LAYSAN ALBATROSS,6,7,0.119390766,7,0.119390766,0
2019,L,-37.5,-172.5,BRD,LAYSAN ALBATROSS,3,4,0.076902372,4,0.076902372,0
2019,L,-27.5,177.5,BRD,LAYSAN ALBATROSS,11,1,0.003193032,1,0.003193032,0
2019,L,17.5,-162.5,BRD,LAYSAN ALBATROSS,73,1,0.000665332,1,0.000665332,0
2019,L,17.5,-157.5,BRD,LAYSAN ALBATROSS,58,1,0.001034852,1,0.001034852,0
2019,L,22.5,-152.5,BRD,LAYSAN ALBATROSS,56,4,0.006247023,4,0.006247023,0
2019,L,27.5,-167.5,BRD,LAYSAN ALBATROSS,5,2,0.026583372,2,0.026583372,0
2019,L,27.5,-162.5,BRD,LAYSAN ALBATROSS,21,11,0.044990143,11,0.044990143,0
2019,L,27.5,-157.5,BRD,LAYSAN ALBATROSS,54,3,0.004002973,2,0.002668649,1
2019,L,27.5,-152.5,BRD,LAYSAN ALBATROSS,32,3,0.005534861,3,0.005534861,0
2019,L,27.5,147.5,BRD,LAYSAN ALBATROSS,8,4,0.037303689,4,0.037303689,0
2019,L,27.5,152.5,BRD,LAYSAN ALBATROSS,4,12,0.320649850,12,0.320649850,0
2019,L,27.5,157.5,BRD,LAYSAN ALBATROSS,4,7,0.158978901,7,0.158978901,0
2019,L,32.5,-167.5,BRD,LAYSAN ALBATROSS,8,5,0.028006184,1,0.005601237,4
2019,L,32.5,-162.5,BRD,LAYSAN ALBATROSS,8,1,0.011640359,1,0.011640359,0
2019,L,32.5,-157.5,BRD,LAYSAN ALBATROSS,29,7,0.015391753,1,0.002198822,6
2019,L,32.5,-152.5,BRD,LAYSAN ALBATROSS,14,2,0.015561538,1,0.007780769,1
2019,L,32.5,147.5,BRD,LAYSAN ALBATROSS,13,127,0.619732880,125,0.609973308,2
2019,L,32.5,152.5,BRD,LAYSAN ALBATROSS,10,16,0.192541426,16,0.192541426,0
2019,L,32.5,157.5,BRD,LAYSAN ALBATROSS,9,37,0.770335825,37,0.770335825,0
2019,L,32.5,162.5,BRD,LAYSAN ALBATROSS,7,42,0.325947771,42,0.325947771,0
2019,L,37.5,147.5,BRD,LAYSAN ALBATROSS,9,37,0.807419531,37,0.807419531,0
2019,L,37.5,152.5,BRD,LAYSAN ALBATROSS,23,78,0.141783380,78,0.141783380,0
2019,L,37.5,157.5,BRD,LAYSAN ALBATROSS,17,19,0.047511284,18,0.045010690,1
2019,L,37.5,162.5,BRD,LAYSAN ALBATROSS,7,5,0.036884309,5,0.036884309,0
2019,L,37.5,167.5,BRD,LAYSAN ALBATROSS,6,1,0.007165223,1,0.007165223,0
2020,L,-17.5,-147.5,BRD,LAYSAN ALBATROSS,13,3,0.020815120,3,0.020815120,0
2020,L,17.5,-162.5,BRD,LAYSAN ALBATROSS,40,3,0.003516892,3,0.003516892,0
2020,L,17.5,-157.5,BRD,LAYSAN ALBATROSS,39,1,0.001789367,0,0.000000000,1
2020,L,22.5,-152.5,BRD,LAYSAN ALBATROSS,43,5,0.007202629,5,0.007202629,0
2020,L,27.5,-167.5,BRD,LAYSAN ALBATROSS,7,4,0.038867782,3,0.029150836,1
2020,L,27.5,-162.5,BRD,LAYSAN ALBATROSS,24,21,0.047870667,21,0.047870667,0
2020,L,27.5,-157.5,BRD,LAYSAN ALBATROSS,45,4,0.005747093,4,0.005747093,0
2020,L,27.5,-152.5,BRD,LAYSAN ALBATROSS,43,3,0.005254769,3,0.005254769,0
2020,L,32.5,-172.5,BRD,LAYSAN ALBATROSS,7,7,0.035009453,7,0.035009453,0
2020,L,32.5,-167.5,BRD,LAYSAN ALBATROSS,8,1,0.010661322,1,0.010661322,0
2020,L,32.5,-152.5,BRD,LAYSAN ALBATROSS,14,2,0.017273395,0,0.000000000,2
2020,L,37.5,-152.5,BRD,LAYSAN ALBATROSS,3,1,0.044551368,0,0.000000000,1
2015,L,-42.5,152.5,BRD,LIGHT-MANTLED SOOTY ALBATROSS,7,5,0.008169281,5,0.008169281,0
2015,L,-37.5,162.5,BRD,LIGHT-MANTLED SOOTY ALBATROSS,6,1,0.015395274,1,0.015395274,0
2016,L,-42.5,152.5,BRD,LIGHT-MANTLED SOOTY ALBATROSS,6,2,0.003456440,2,0.003456440,0
2016,L,-32.5,-147.5,BRD,LIGHT-MANTLED SOOTY ALBATROSS,3,2,0.051036031,2,0.051036031,0
2019,L,-42.5,152.5,BRD,LIGHT-MANTLED SOOTY ALBATROSS,6,1,0.001723630,1,0.001723630,0
2019,L,-37.5,157.5,BRD,LIGHT-MANTLED SOOTY ALBATROSS,5,1,0.008844470,1,0.008844470,0
2017,L,-37.5,177.5,BRD,NORTHERN ROYAL ALBATROSS,4,1,0.007105048,1,0.007105048,0
2015,L,-32.5,177.5,BRD,PARKINSON'S PETREL,3,4,0.252047889,4,0.252047889,0
2016,L,-42.5,152.5,BRD,PARKINSON'S PETREL,6,1,0.001728220,1,0.001728220,0
2016,L,-37.5,177.5,BRD,PARKINSON'S PETREL,11,1,0.006286382,1,0.006286382,0
2016,L,-32.5,172.5,BRD,PARKINSON'S PETREL,3,1,0.021915407,1,0.021915407,0
2017,L,-37.5,177.5,BRD,PARKINSON'S PETREL,4,8,0.056840385,2,0.014210096,3
2017,L,-32.5,177.5,BRD,PARKINSON'S PETREL,3,2,0.322061192,0,0.000000000,1
2019,L,-42.5,152.5,BRD,PARKINSON'S PETREL,6,1,0.001723630,1,0.001723630,0
2019,L,-42.5,157.5,BRD,PARKINSON'S PETREL,6,1,0.004015693,1,0.004015693,0
2013,L,-17.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,15,10,0.050112503,10,0.050112503,0
2014,L,-22.5,157.5,BRD,PETRELS AND SHEARWATERS NEI,6,2,0.037475641,2,0.037475641,0
2014,L,-17.5,-152.5,BRD,PETRELS AND SHEARWATERS NEI,7,2,0.026126032,2,0.026126032,0
2014,L,-17.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,12,4,0.017850290,4,0.017850290,0
2014,L,-17.5,177.5,BRD,PETRELS AND SHEARWATERS NEI,30,1,0.000666341,1,0.000666341,0
2014,L,-12.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,14,1,0.004184591,0,0.000000000,1
2014,L,-12.5,-142.5,BRD,PETRELS AND SHEARWATERS NEI,11,2,0.011623987,0,0.000000000,1
2014,L,7.5,157.5,BRD,PETRELS AND SHEARWATERS NEI,3,1,0.007708852,0,0.000000000,1
2015,L,-42.5,152.5,BRD,PETRELS AND SHEARWATERS NEI,7,8,0.013070849,8,0.013070849,0
2015,L,-17.5,-152.5,BRD,PETRELS AND SHEARWATERS NEI,5,2,0.053883665,2,0.053883665,0
2015,L,-17.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,9,6,0.043999883,6,0.043999883,0
2015,L,-17.5,-142.5,BRD,PETRELS AND SHEARWATERS NEI,5,1,0.019753086,1,0.019753086,0
2015,L,-12.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,15,3,0.014351320,0,0.000000000,2
2015,L,-12.5,-142.5,BRD,PETRELS AND SHEARWATERS NEI,14,2,0.007611711,0,0.000000000,2
2015,L,32.5,167.5,BRD,PETRELS AND SHEARWATERS NEI,6,1,0.010176356,0,0.000000000,1
2015,L,37.5,147.5,BRD,PETRELS AND SHEARWATERS NEI,5,1,0.012256254,1,0.012256254,0
2016,L,-42.5,152.5,BRD,PETRELS AND SHEARWATERS NEI,6,63,0.108877867,63,0.108877867,0
2016,L,-42.5,157.5,BRD,PETRELS AND SHEARWATERS NEI,6,1,0.005184302,1,0.005184302,0
2016,L,-22.5,162.5,BRD,PETRELS AND SHEARWATERS NEI,10,1,0.008683646,0,0.000000000,0
2016,L,-17.5,-142.5,BRD,PETRELS AND SHEARWATERS NEI,4,1,0.018444740,1,0.018444740,0
2016,L,-12.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,10,5,0.052945350,4,0.042356280,1
2016,L,-12.5,-142.5,BRD,PETRELS AND SHEARWATERS NEI,11,1,0.004359293,1,0.004359293,0
2016,L,37.5,147.5,BRD,PETRELS AND SHEARWATERS NEI,9,1,0.014251714,1,0.014251714,0
2017,L,-17.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,9,13,0.175718418,13,0.175718418,0
2017,L,-17.5,-142.5,BRD,PETRELS AND SHEARWATERS NEI,5,2,0.038403933,2,0.038403933,0
2018,L,-22.5,167.5,BRD,PETRELS AND SHEARWATERS NEI,11,1,0.005928666,1,0.005928666,0
2018,L,-17.5,-152.5,BRD,PETRELS AND SHEARWATERS NEI,4,4,0.121539911,4,0.121539911,0
2018,L,-12.5,-142.5,BRD,PETRELS AND SHEARWATERS NEI,15,1,0.004448794,1,0.004448794,0
2019,L,-37.5,-172.5,BRD,PETRELS AND SHEARWATERS NEI,3,3,0.057676779,3,0.057676779,0
2019,L,-32.5,-172.5,BRD,PETRELS AND SHEARWATERS NEI,4,4,0.065200737,4,0.065200737,0
2019,L,-27.5,177.5,BRD,PETRELS AND SHEARWATERS NEI,11,3,0.009579095,3,0.009579095,0
2019,L,-22.5,162.5,BRD,PETRELS AND SHEARWATERS NEI,14,2,0.014058864,2,0.014058864,0
2019,L,-22.5,167.5,BRD,PETRELS AND SHEARWATERS NEI,9,1,0.011699054,1,0.011699054,0
2019,L,-17.5,-152.5,BRD,PETRELS AND SHEARWATERS NEI,6,1,0.013871934,1,0.013871934,0
2019,L,-17.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,10,2,0.016062580,2,0.016062580,0
2019,L,-12.5,-147.5,BRD,PETRELS AND SHEARWATERS NEI,13,1,0.004866109,1,0.004866109,0
2019,L,-12.5,-142.5,BRD,PETRELS AND SHEARWATERS NEI,22,1,0.002544050,1,0.002544050,0
2020,L,-22.5,167.5,BRD,PETRELS AND SHEARWATERS NEI,6,2,0.045483489,2,0.045483489,0
2020,L,-17.5,-152.5,BRD,PETRELS AND SHEARWATERS NEI,7,1,0.008846348,1,0.008846348,0
